imo,name,dwt
9341873,KMAX EVDOKIA,78932
9338620,SWALLOW ACE,18864
9341445,MAERSK BORNEO,29013
9341433,BRITTA MAERSK,29015
9341328,ATLANTIC TWIN,15625
9341316,ATLANTIC WIND,15652
9341184,STEN MOSTER,16613
9341172,KALKVIK,9402
9341160,SUNNANHAV,9402
9341146,CHAMPION PULA,46927
9341093,NS CONSUL,109716
9342580,ORANGE SUN,43420
9342815,N BONANZA,76596
9342827,FANTASEA,76596
9343089,SINE A,39426
9343728,BREMEN EXPRESS,103567
9343637,TEAL BAY,32327
9343510,SAGA FRONTIER,46550
9343493,SAGA EXPLORER,46589
9343481,SAGA ENTERPRISE,46550
9343479,ULTIMAX,54347
9343467,REGNO MARINUS,54238
9343455,SILVER PEGASUS,54267
9343417,WARISA NAREE,53840
9343352,ALQADISIA,115577
9343340,GEMINI SUN,115577
9343314,CORAL TOPAZ,76598
9343273,TUNDRALAND,13800
9343261,THULELAND,15960
9343209,TORM CAVATINA,46067
9343194,TORM LEADER,46070
9343170,GRANDE BENIN,26097
9343168,GRANDE GHANA,25000
9343156,GRANDE ANGOLA,26881
9341081,NS CLIPPER,109908
9341079,NS CORONA,110066
9341067,NS CAPTAIN,110119
9339296,MSC ASYA,117247
9339272,MSC PINA,117236
9339260,ARWA SPIRIT,82187
9339090,PACIFIC DALIAN,8210
9338967,EM HYDRA,23679
9338917,AEGEAN HARMONY,115824
9338905,AEGEAN POWER,115754
9338888,PROMETHEUS LEADER,14382
9338864,SUNLIGHT ACE,18855
9338852,SUNSHINE ACE,18858
9338840,SUNRISE ACE,18864
9338838,SWIFT ACE,18865
9338826,SWAN ACE,18867
9338814,JOYCE,47344
9338797,SESTAO KNUTSEN,77204
9338723,MORNING CAROLINE,22717
9338711,MORNING CATHERINE,22678
9338709,MORNING CARINA,22755
9338670,MYSIA,6933
9338632,SOUTHERN HIGHWAY,12892
9339284,MSC CANDICE,116932
9339301,NS LEADER,115857
9340910,SALINA M,11283
9339313,NS LION,115857
9340623,BRO NISSUM,16654
9340594,MAERSK BEAUFORT,29015
9340582,MAERSK BRIGIT,29017
9340570,GRAND CHAMPION,18262
9340489,EASTERLY AS OLIVIA,19981
9340477,OCTONAUT,19983
9340441,EASTERLY BEECH GALAXY,19998
9340439,CHEM WOLVERINE,19991
9340128,NORDIC TATIANA,38396
9340116,CHEM HELEN,38396
9340104,KRITI EPISKOPI,38396
9339844,GRAND PEARL,18090
9339832,MICHIGAN HIGHWAY,17673
9339818,GREEN BAY,18312
9339806,GRAND HERO,18085
9339636,VS SPIRIT,34671
9339595,ARTEMIS,34438
9339545,CMA CGM KAILAS,24279
9339337,NS LOTUS,115849
9333797,AQUAKATANA,185897
9333694,GALAXY,4850
9343819,AURORA ONE,12526
9327578,BENEDIKT,13734
9328144,GOTLAND SOFIA,53187
9328132,GOTLAND CAROLINA,53160
9328053,MUSIC,9312
9328041,MIRROR,9344
9328039,MEANDI,9350
9328027,JORK RULER,9331
9328015,GOTLANDIA II,579
9327748,TARIFA,21120
9327580,KANTATA,13733
9327504,IVER ABILITY,12497
9329849,STENA SCANDICA,9670
9327463,RIDGEBURY GEMINI,47823
9327451,SEAWAYS GALLE,47782
9327449,RIDGEBURY GALILEO,47872
9327437,SEAWAYS AMBROSE,37623
9327425,WONDER FORMOSA,37562
9327413,ARISTIDIS,37582
9327401,BALTIC FROST,37100
9327396,BALTIC FREEDOM,37048
9327384,ADVANTAGE POINT,37039
9328297,RIDGEBURY APOLLO,47782
9328340,OCEAN MARINER,12983
9328481,GERHARD SCHULTE,42082
9328522,SPAR SPICA,53565
9329801,SATORI,177456
9329667,NS PARADE,40119
9329655,NS POINT,40149
9329564,ALOPO,8261
9329526,OOCL KOBE,50554
9329473,MORNING CORNET,20500
9329461,MORNING CELLO,21055
9329411,HTK NEPTUNE,37426
9329409,KRITI SAMARIA,105865
9329148,PANAREA M,11298
9328974,FIONIA SWAN,15609
9328936,STAR LAURA,82209
9328728,SEA HELLINIS,14962
9328675,GANT MUSE,56024
9328651,X-PRESS VESUVIO,8505
9328649,ALEXANDER B,18530
9328637,FREDERIK,18457
9328558,NAVIOS HOPE,75397
9328534,SPAR LIBRA,53565
9327372,BALTIC FAVOUR,37105
9327360,ADVANTAGE PARTY,37067
9327322,MILENA,7750
9326536,NAVIOS GALILEO,76596
9326495,STARVIP,18615
9326392,BRILLIANT VENUS,105500
9326330,AFRICAN JUNIPER,18849
9326304,TRONA,18830
9326067,SYFNOS,298495
9325908,PENELOP,115091
9325855,LYDERORN,33849
9325843,ULRIKEN,33888
9325831,MINERVA PACIFICA,45822
9325702,AL DAAYEN,90617
9325697,AL AREESH,90617
9325685,AL MARROUNA,90617
9325609,STAR MERLIN,53755
9325441,X-PRESS MACHU PICCHU,33355
9325350,PAULINE,53464
9325336,NAVE DORADO,47999
9325295,SHINWA-MARU,297541
9325233,GRAND SAPPHIRE,18099
9325221,GRAND RUBY,18117
9326524,ARGOLIS,40083
9326603,IBERICA KNUTSEN,77541
9327102,AURELIA,24025
9326639,LIAKI FREEDOM,13116
9327097,AVALON,24035
9327059,ANNETTE ESSBERGER,11340
9327047,AGNES ESSBERGER,11340
9327035,ESTIA,73711
9327023,PLOUTOS,73711
9327011,AZURITE,73948
9326990,NCL AVEROY,11206
9326988,CT DANIEL,11208
9326976,ELI A,11403
9326964,NCL SVELGEN,11209
9326952,TROUPER,11404
9326940,WEC CORNEILLE,11416
9326926,TORM VOYAGER,45916
9326914,TORM ADVENTURER,46042
9326897,ORTOLAN COCO,74992
9326873,SUNNY LION,74999
9326835,HAMMONIA HUSUM,34253
9326823,EMDEN,34248
9326811,AEGEAN HORIZON,158738
9329813,ATALANTI SB,56019
9330070,MAERSK SEMARANG,108447
9333656,ICE FIGHTER,70374
9332872,LE HAVRE EXPRESS,72982
9333008,MAERSK HARTFORD,84783
9332999,MAERSK DENVER,84771
9332987,MAERSK COLUMBUS,84704
9332975,MAERSK CHICAGO,84775
9332963,IONIC STORM,56032
9332951,MARAN VISION,171810
9332949,ARC INTEGRITY,30386
9332937,FIDELIO,30137
9332925,ARC INDEPENDENCE,30200
9332860,MH HAMBURG,72982
9330238,MSC CHARLOTTE,13882
9332858,ROTTERDAM STAR,72982
9332834,JUPITER SUN,115577
9332822,TAURUS SUN,115577
9332781,MARS SUN,115536
9332688,MAERSK ROUBAIX,13800
9332676,MAERSK REGENSBURG,13792
9332640,HAFNIA ARCTIC,74910
9332638,ARCTIC FLOUNDER,74925
9332626,SUNNY LIGER,74997
9333010,MAERSK KENSINGTON,84688
9333022,MAERSK KINLOSS,84835
9333034,MAERSK DETROIT,84626
9333046,BSG BARBADOS,44239
9333618,BRITISH SAPPHIRE,84455
9333606,TRISTAR RUBY,84491
9333591,KMARIN EMERALD,84303
9333553,ESL EUROPA,17300
9333541,AMAZONEBORG,17355
9333539,ARNEBORG,17356
9333527,AMSTELBORG,17356
9333474,DATTILO M,21600
9333436,SCF AMUR,47095
9333412,SCF YENISEI,47187
9333400,SCF NEVA,47125
9333395,VALDIVIA,22229
9333383,JONNI RITSCHER,22243
9333369,QUEEN B III,22248
9333357,ANDREA,11285
9333345,BEATE,11269
9333175,VENTURA,8044
9333125,B. ATLANTIC,8636
9333072,NATAL,44233
9332614,ARCTIC CHAR,74996
9332559,STENA HORIZON,7000
9332511,MAERSK TANJONG,113478
9331048,MARAN GAS CORONIS,84776
9330848,ATLANTIC GENEVA,13626
9330812,W-RAPTOR,76499
9330795,MID EAGLE,19951
9330783,MH LANGOEY,19969
9330771,STRINDA,19959
9330654,BLUE DIAMOND,53521
9330642,ENDEAVOR,53496
9330630,PANORMITIS,53460
9330616,HOEGH KOBE,19670
9330513,SATIE,39359
9330410,ORIENTAL FREESIA,14383
9330393,ORIENTAL ROSE,14351
9330379,CHEMICAL VOYAGER,14246
9330355,AMALIA,73869
9330329,OMICRON SKY,77031
9330317,NAVIOS HELIOS,77075
9330276,SC PHILLY,13749
9330264,MSC LEVANTE F,13633
9330240,MSC SIGMA F,13668
9330850,ATLANTIC EXPRESS,13702
9331153,ALHANI,114795
9332494,OWL 3,13153
9331191,OPDR CANARIAS,7282
9332315,RIDGEBURY VOYAGER,49999
9332303,ATLANTIC FRONTIER,49999
9332183,ATLANTIC EAGLE,47128
9332171,JO ASK,47128
9332078,JUNGFRAU EXPLORER,26528
9332028,JO KARI,47128
9332016,KOUTALIANOS,92710
9331919,TAXIDIARA,56049
9331880,ORION,56071
9331830,GRIT CEMENT IV,13020
9331713,RED DIAMOND,53430
9331696,AP SVETI VLAHO,53529
9331672,SERI BALQIS,91198
9331660,SERI BALHAF,91201
9331593,FAZAH 1,7491
9331490,SIDER CARTAGENA,13497
9331414,BERGE BIMBERI,203153
9331256,ELM GALAXY,19996
9331206,OPDR ANDALUCIA,7238
9343780,GINGA PUMA,26046
9343821,COE LAURA,12523
9363649,HONG JING,82354
9356622,EKFJORD,17006
9357200,BBC MAINE,12792
9356969,ANGORA 4,6933
9356957,ANGORA 2,6933
9356749,SUMELA SEAWAYS,14915
9356737,ZEUGMA SEAWAYS,14915
9356684,ALEXANDRA A,12099
9356672,VASSILIS A,12513
9356660,DIONYSSIS A,12296
9356658,ATLANTIC MONACO,12244
9356414,UNISKY,9775
9358539,SUNAID X,8306
9356402,UNISPIRIT,9775
9356244,HISTRIA IVORY,40450
9356165,MAERSK NAIROBI,35220
9356139,MAERSK NORFOLK,35205
9356127,MAERSK NEWPORT,35483
9356115,SAFMARINE NUBA,35144
9356103,SAFMARINE NAKURU,35137
9356098,SAFMARINE NILE,35181
9355812,RIJNBORG,16450
9357224,BBC GEORGIA,12797
9357236,BBC VERMONT,12863
9357298,GLORIOUS LEADER,20999
9357303,GRACEFUL LEADER,20986
9358395,WIGEON,37238
9358383,HELENA G,37251
9358371,WHISTLER,37272
9358369,MARIA G,37249
9358319,PS QUEEN,51218
9358307,PS DREAM,51233
9358060,SEA-CARGO EXPRESS,4894
9358058,DIANA,12791
9358022,LOTTA AUERBACH,12746
9357999,NORDIC KYLIE,12760
9357872,JONATHAN P,23732
9357810,EF EMIRA,24095
9357602,HAFNIA SEA,11300
9357597,CORONA SEA,11300
9357561,HISTRIA AZURE,40394
9357559,HISTRIA AGATA,40440
9357547,CMA CGM SAIGON,22314
9357327,GARNET LEADER,21020
9357315,GOLIATH LEADER,20958
9355551,COSCO PACIFIC,111315
9355525,STAR MAJESTY,50790
9355513,STAR MINERVA,50757
9354739,MALLIKA NAREE,30195
9354571,IRENE DP,8817
9354478,IDA RAMBOW,13709
9354466,HELMUT,11272
9354454,JSP ANNA,11271
9354442,DINA TRADER,11287
9354430,HENNEKE RAMBOW,11274
9354428,SARA BORCHARD,11434
9354416,JSP SLIDUR,11433
9354404,ATLANTIC GREEN,11432
9354399,DAGMAR,11431
9354387,ANDANTE,11433
9354375,ATLANTIS A,11435
9354363,WEC MONDRIAAN,11273
9354351,ANINA,13720
9354349,X-PRESS SOUSSE,11257
9354313,ZALIV AMURSKIY,104542
9354284,BALTIC PRINCESS,6287
9354208,MIKAWA,14078
9354090,AFEA,88279
9354674,A. OBELIX,23831
9354741,MOOKDA NAREE,30162
9355501,BULK SPIRIT,52950
9354791,HEMUS,42704
9355460,SPICA J,11186
9355458,PAVO J,11180
9355446,BG IRELAND,11177
9355422,ANDROMEDA J,11052
9355408,NYK CLARA,34578
9355367,0179 SAFMARINE BENGUELA,43083
9355343,MAERSK BULAN,43177
9355331,MAERSK BATAM,43133
9355288,MAERSK BINTAN,43097
9355252,GRAND VEGA,18049
9355240,GRAND LEGACY,17550
9355238,GRAND DAHLIA,18054
9355226,HESTIA LEADER,21419
9355214,RHEA LEADER,21428
9355202,ARTEMIS LEADER,21424
9355197,WISTERIA ACE,17325
9355185,PRIMROSE ACE,17339
9354923,CMA CGM VELA,131831
9354909,ATLANTIC OLIVE,49999
9358400,TORM MAREN,109672
9358541,SAKURA PRINCESS,105365
9354052,KINATSI,18901
9361811,EMERALD LEADER,12300
9362437,CMA CGM PLATON,21263
9362372,BRIGHT DAWN,50605
9362334,MARFRET GUYANE,21262
9362322,CMA CGM HOMERE,21264
9362231,W-GALAXY,76629
9362217,SEA GEMINI,76596
9362138,YM SATURN,15988
9361835,RCC TIANJIN,12300
9361823,RCC SHANGHAI,12300
9361809,LAPIS ARROW,12105
9358632,CELSIUS MAYFAIR,19999
9361782,MOUNT TARANAKI,32120
9361524,NEW ACTIVITY,105342
9361392,CHELSEA-3,5827
9361213,STAR HELENA,82191
9361134,MARIETJE ANDREA,8493
9361031,ODOARDO AMORETTI,14995
9361029,DANTE A.,12100
9360996,STEEN,10408
9360984,SKYLIGHT,8820
9362542,AIDABELLA,8765
9362621,BBC AFRICA,7530
9362633,BBC SCANDINAVIA,7534
9362657,MANISA FLOYEN,8057
9363637,SAGA JOURNEY,46652
9363625,DUBAI KNIGHT,55418
9363546,LILY AUERBACH,12790
9363534,ROSAIRE A. DESGAGNES,12776
9363508,EMMA JANNEKE,6399
9363493,BOW HECTOR,33694
9363479,MINERVA JOY,45990
9363467,MAMBO,45967
9363314,SAN SEBASTIAN,32285
9363297,ES MERCURY,32248
9363285,STELLA GS,32250
9363273,IONIAN SPIRE,32269
9363168,ATALANTE,23641
9363089,AQUAHOLIC,83730
9363039,SIVOTA,177804
9363015,MALINDI,177987
9362956,HELENE,11804
9362724,MACAO,25903
9362669,MANISA CAMILLA,8099
9360972,DANCE,8694
9360960,CITY ISLAND,19996
9360946,MTM NORTH SOUND,19874
9359959,BOCS SPIRIT,12576
9359806,MSC SPLENDIDA,13413
9359791,MSC FANTASIA,12614
9359600,MESABI,12934
9359583,CANNETO M,21600
9359571,CALAJUNCO M,21665
9359375,STOLT SISTO,46011
9359363,STOLT FACTO,46105
9359260,CHRISTOPHER,20073
9359258,EMOTION,20091
9359117,ASIAN MOON,13670
9358931,STEN HIDRA,16670
9358929,EVRIDIKI,73740
9358917,ORFEAS,73730
9358890,SKYVIEW,17004
9358888,MONZA,12303
9358864,RHL CLARITA,53828
9358852,RHL MARTA,53808
9358682,CLIPPER HELEN,18110
9358670,CLIPPER HEBE,18826
9359935,THORCO ANGELA,12605
9359961,BOCS VISION,12633
9360908,AL KHUWAIR,109555
9360142,CMA CGM HERODOTE,21257
9360893,AL SHAMAL,109662
9360881,AL KHARSAAH,109484
9360879,AL HUWAILA,109503
9360867,AL UTOURIYA,104561
9360855,AL SAHLA,104666
9360843,AL THUMAMA,104701
9360831,AL SHEEHANIYA,122006
9360829,UMM AL AMAD,121730
9360805,MURWAB,121843
9360790,AL ORAIQ,122079
9360788,BAHIJAH,7907
9360506,VOLCAN DE TAMADABA,3350
9360465,EAGLE TURIN,107123
9360441,HAFNIA GREEN,39808
9360415,HAFNIA HOPE,40009
9360336,RIDGEBURY SATURN,49999
9360221,HERCULES 500,9466
9360207,BBC DART,7969
9360192,BBC DOLPHIN,7996
9354076,AFRICAN JACARANDA,18909
9354040,LADY LAGUNA,18909
9343833,PERGAMOS,92832
9347803,ANNE,11808
9348053,MONTE AZUL,71256
9347970,TOKATA,13729
9347956,CONTSHIP DON,13797
9347932,ECOATLANTIC,53360
9347853,BBC DIRECTION,7973
9347841,BBC ORION,7947
9347839,BBC DESTINY,8004
9347827,BBC DIAMOND,7968
9347815,CONTSHIP SUN,11821
9347798,JSP SKIRNER,11814
9349461,OCEAN TRADER,9705
9347786,CONTSHIP MAX,11807
9347774,JSP SLEIPNER,11846
9347762,MSC LENA F,11797
9347750,LENA,11818
9347748,ERRIA SWAN,11336
9347645,BF CALOOSA,11145
9347633,ROYAL 1,11169
9347607,HYUNDAI GOODWILL,63071
9347504,CAPTAIN JOHN NP,58691
9348065,MONTE ALEGRE,71256
9348168,MAERSK IZMIR,41238
9348170,MAERSK INNOSHIMA,41337
9348194,XPRESS NETRAVATI,23780
9349447,DENIZ AKAY,10500
9349435,OCEAN CARRIER,9653
9349368,LASALLE,32878
9349215,ASTROSPRINTER,9526
9349186,ALDEBARAN J,10977
9349174,CONTSHIP JOY,12611
9348948,MISIDA,11407
9348936,MISANA,11407
9348699,FOS EXPRESS,68578
9348687,SEATTLE EXPRESS,68411
9348675,LONG BEACH EXPRESS,68463
9348651,MAERSK MEMPHIS,84868
9348649,MAERSK ATLANTA,84705
9348637,CONTSHIP ACE,18091
9348625,CONTSHIP JET,18108
9348558,VOLCAN DE TABURIENTE,1400
9348479,AEGEAN MYTH,115838
9348302,BRO AGNES,16791
9348297,ESSEX STAR,16745
9347310,VELOS FORTUNA,47286
9347308,HUEY,37304
9347293,SAN ALESSIO,28142
9345415,COSCO EUROPE,109968
9344722,VALENTINA,22263
9344710,VIOLETTA,22267
9344708,NORTHERN GENERAL,53870
9344681,SAN ALVARO,28123
9344552,VIRGINIA TRADER,34347
9344435,BRO ANNA,16979
9344423,PATARA,16979
9344253,PACHUCA,9235
9344239,DIANA J,11005
9344174,ANDREA D,8824
9344095,PENDULUM,82619
9344019,SEAEXPRESS,45976
9343986,SEABREEZE,53714
9343895,ARIS T,92524
9343883,PRIGIPOS,92475
9343871,LOXANDRA,92576
9343869,EPTALOFOS,92567
9343857,FANEROMENI,92485
9343845,KYZIKOS,92598
9345219,TEQUILA,13016
9345427,COSCO AMERICA,109950
9347152,CRIMSON RAY,19984
9345439,COSCO AFRICA,110038
9347047,BBC WESER,17290
9347035,ESL AMERICA,17349
9346885,MARE NOSTRUM,110295
9346873,MARE ORIENS,110295
9346847,KASZUBY,37965
9346835,ROZTOCZE,38056
9346823,POMORZE,38056
9346811,PODLASIE,38981
9346768,POMPANO,174219
9346720,DAKOTA STRENGTH,115878
9346536,BASHT,66441
9346421,BF TIMARU,11142
9346378,BERGE ROSA,180230
9346122,BW TYR,58610
9346029,YACHT EXPRESS,12500
9346017,NORTHERN DECISION,42011
9345908,MTM SHANGHAI,19885
9345659,PAPILLON,47302
9345441,AEGEAN NOBILITY,115814
9349459,FEHN LIGHT,9697
9349497,AL SAFAT,85437
9353723,LOLA B,10750
9351505,CRUISE SARDEGNA,8351
9351763,PONENTE,83051
9351634,NAVE EQUINOX,50922
9351593,MSC ANGELA,50568
9351581,MSC KIM,50547
9351579,MSC TAMARA,50446
9351567,STEN NORDIC,16657
9351543,STOLT BASUTO,25197
9351531,STOLT ZULU,25197
9351529,RINELLA M,40441
9351490,CRUISE EUROPA,8351
9349502,COLORADO EXPRESS,85614
9351488,CRUISE BARCELONA,5000
9351476,CRUISE ROMA,7500
9351440,SAND SHINER,73715
9351438,HELLESPONT PROMISE,73669
9351426,HELLESPONT PROGRESS,73727
9351414,HELLESPONT PRIDE,73727
9351218,TASMAN STRAIT,22314
9351153,SONREIRAS,7697
9351115,ATLANTIC BRIDGE,8692
9351921,IVER PROSPERITY,37456
9351933,DONGBANG GIANT NO. 1,11394
9352133,CARIBE LIZA,13157
9352195,LUGANO,37159
9353682,WIKANDA NAREE,53857
9353670,AUZONIA,53732
9353668,WARIYA NAREE,53840
9353149,DINAH,37313
9353137,PLUTO,37282
9353125,DONALD,37296
9353113,LOUIE,37321
9353101,CHIP,37293
9353096,DEWEY,37297
9353084,DALE,37280
9353072,ORION S,6933
9353022,FREZYA S,7486
9352860,GASLOG SAVANNAH,82291
9352339,RUSLANA,7697
9352315,SEACOD,40558
9352303,SEATROUT,40600
9352298,SEACONGER,32200
9352212,STOLT SNELAND,44080
9352200,STOLT SAGALAND,44044
9351098,MAX,8723
9350991,CS STRATOS,13052
9350989,CS BEST,13107
9350018,APL MINNESOTA,72912
9349992,ALTAY,8184
9349980,DAKOTA,7448
9349978,BURAK DEVAL,8232
9349863,COLOR MAGIC,6133
9349825,MSC NURIA,63377
9349813,MSC CARMEN,63359
9349796,MSC MONTEREY,63397
9349772,CIUDAD DE PALMA,7000
9349760,CONNEMARA,7657
9349758,CORFU',7000
9349655,CELSIUS MESSINA,20896
9349643,SARANGA,20938
9349617,GSL SUSAN,53641
9349564,HUDSON EXPRESS,85326
9349552,MISSOURI EXPRESS,85384
9349540,JAZAN,85463
9349538,AL MANAMAH,85517
9349526,POTOMAC EXPRESS,85517
9349514,DELAWARE EXPRESS,85517
9350006,GEMINI MAESTRO,7448
9350020,APL NEW JERSEY,72912
9350898,CORAL LACERA,4999
9350044,APL CALIFORNIA,72447
9350886,CORAL LOPHELIA,4999
9350850,ARCTIC BREEZE,50885
9350783,ALAND,7056
9350771,FEMBRIA,7400
9350757,JUTLANDIA SWAN,17998
9350745,ATLANTIC MATE,17999
9350721,VICTORIA SEAWAYS,8500
9350719,SUPERFAST I,8500
9350707,TENACIA,8500
9350680,ATHENA SEAWAYS,8500
9350678,SEATRUCK PACE,5125
9350666,CLIPPER POINT,5087
9350599,PROVIDENCE,54784
9350537,SIGMA,10131
9350422,BW PRINCE,54368
9350381,CMA CGM AMBER,62234
9350317,MSC HERMES,34365
9350094,SCROOGE,28445
9350068,SWAN,53487
9403322,ATLANTIC T,45989
9403346,CELSIUS RIMINI,53603
9403384,KIARA,8277
9453250,XINHAITONG22,56779
9453781,PELAGICA,12710
9453767,MARIA MARIA,175878
9453731,BERGE TORRE,175935
9453614,MEROVING,7224
9453535,SARONIC TRADER,93112
9453406,MYKONOS WAVE,87340
9453391,SKAFIA WAVE,87340
9453365,SPYROS V,49891
9453298,MSC CRISTIANA,22287
9453248,OCEAN KNIGHT,56808
9455052,ATLANTIC SIRIUS,36677
9453107,RCC PASSION,11196
9453066,ELENA VE,75750
9453054,PATRICIA V,75354
9453030,NEVERLAND DREAM,115909
9452907,SEA ETIQUETTE,51658
9452880,AFRODITI,166164
9452854,SUPER TRADER,56868
9452660,HAUT BRION,57075
9452622,RYSY,79602
9453793,COE LENI,12696
9453822,DRAGAO DO MAR,156803
9453834,HENRIQUE DIAS,156509
9453858,MARCILIO DIAS,156548
9454759,BALTIC KLIPPER,15609
9454723,COSCO TENGFEI,14707
9454711,COSCO SHENGSHI,14868
9454668,QU SHAN HAI,56965
9454656,SHUN XIN,56933
9454503,YASA EMIRHAN,55545
9454450,CMA CGM JULES VERNE,186470
9454448,CMA CGM ALEXANDER VON HUMBOLDT,186470
9454292,KEY FRONTIER,80679
9454242,SONDERBORG,14222
9454230,SVENDBORG,14220
9454228,BBC MARMARA,6203
9454216,HOLLUM,6199
9454204,KEN WAVE,56104
9454151,AM GIJON,178462
9454125,MATRIX,7300
9454034,MOLIVA,12044
9453987,EAGLE HALIFAX,114062
9453896,ABDIAS NASCIMENTO,157055
9452610,ORNAK,79677
9452608,JAWOR,79649
9452593,GIEWONT,79649
9451367,DA CAI YUN,28377
9451343,DA TONG YUN,28377
9451329,DA CUI YUN,28341
9451317,DA YU XIA,28341
9451305,DA ZI YUN,28451
9451288,CHEMROAD QUEST,34832
9451226,ALI KA,11253
9451214,MELIGUNIS M,11259
9451044,ANGLO ALEXANDRIA,114248
9451006,MEDITERRANEAN SEA,14774
9450935,REN JIAN 25,54383
9450923,REN JIAN 17,54327
9450911,REN JIAN 16,54405
9450894,STAR DESPOINA,91945
9450868,CAPTAIN VANGELIS,169044
9450844,KALLIOPI S,34417
9450832,APHRODITE M,34399
9450789,ATALANTA T,45971
9450777,MONTEVIDEO,34393
9450765,0544 MOBILE,34428
9451355,DA HONG XIA,28377
9451410,NORDIC MASA,20819
9452555,PLATON,58502
9451460,ATAHUALPA,46549
9452543,THEMIS,58487
9452517,SOCRATIS,58609
9452505,SEAGULL,58609
9452490,STELIOS B,58608
9452323,SIFTERI,10588
9452220,NOMADIC HJELLESTAD,12940
9452218,STINNES MISTRAL,12946
9452139,KAI XUAN,51599
9451991,GAS COBIA,26416
9451965,CMA CGM AFRICA FOUR,51619
9451939,CMA CGM AFRICA THREE,51604
9451927,CMA CGM AFRICA TWO,51608
9451915,CMA CGM AFRICA ONE,51634
9451898,GLOVIS COUGAR,22532
9451733,NINA,40401
9451721,NEPTUNE HORIZON,11215
9451719,MONZA EXPRESS,11174
9451692,ALPINE MARINA,46162
9451575,SENATA,12898
9454761,ATLANTIC KLIPPER,15692
9455533,MARAN DAWN,114091
9450739,0543 MAPUTO,34402
9458195,HACI FATMA ANA,8424
9458494,ACHILLEAS,157883
9458468,CARIBBEAN HARMONY,31777
9458456,PACIFIC VICTOR,28309
9458444,HUANGHAI DEVELOPER,28309
9458432,HUANGHAI GLORY,28287
9458418,HUANGHAI ADVANCE,28154
9458391,SEREN,28085
9458250,ULUSOY-8,22303
9458248,MARIETJE MARSILLA,8493
9458183,HABIP BAYRAK,8405
9455545,MARAN SKY,114078
9458171,GAZ VICTORY,17673
9458169,GAZ ENERGY,17674
9458157,GAZ SYNERGY,17740
9458092,MAERSK ESSEX,148723
9458078,MAERSK ELBA,148723
9458066,IMERA,14391
9458054,FMT URLA,14355
9458030,MAERSK EDMONTON,148723
9458016,DELTA STAR,115618
9458511,SUPERFAST II,7500
9458523,FORZA,7500
9458535,REGINA SEAWAYS,7500
9458690,MARAN MERCHANT,179719
9459357,EASTERN RIVER,115444
9459321,GRAND T,115429
9459292,JIPRO NEFTIS,34858
9459278,REN JIAN 15,54325
9459151,APOLLO BULKER,33124
9459149,IVS KINGLET,33132
9459137,IVS KNOT,33143
9459113,UNITY,34398
9459072,NAVE AQUILA,49991
9459034,NCC REEM,45498
9459022,NCC NAJEM,45499
9459010,NCC SHAMS,45468
9458987,GOLDEN AMBER,74753
9458975,SKALAR,13200
9458951,EUROCARGO GENOVA,10780
9458913,LONE,12501
9458901,SVENJA,12975
9458822,UACC MANAMA,45612
9458808,NCC YANBU,45553
9457907,RIDGEBURY LESSLEY B,158319
9457892,MARE SICULUM,158466
9457878,RUBY-T,21224
9456721,JAN VAN GENT,12080
9456537,VEGA,55733
9456460,INCE AKDENIZ,56877
9456458,INCE KASTAMONU,56925
9456446,DAI SHAN HAI,56945
9456379,SIFNOS,57050
9456331,JY PROGRESS,56944
9456329,JY POWER,57005
9456147,TANZANITE,56835
9456070,BROADWAY,36955
9455973,AMPHITRITE,320137
9455923,CLIPPER DEE,31716
9455856,PANAYIOTA K,92018
9455818,GLENDA MELODY,47238
9455741,VELEBIT,52554
9455739,CHAMPION POMER,52579
9455715,RCC PRESTIGE,11196
9455650,BREEZE,56686
9455571,SITHONIA II,8790
9455557,MARAN SUN,114078
9456680,LAKE DOLPHIN,179418
9456733,IJZERBORG,12080
9457763,ATHIRI,73982
9456745,IJSSELBORG,12016
9457749,NAVE POLARIS,25145
9457713,PINE OLIA,50275
9457610,FPMC P HERO,114380
9457608,LEO SUN,114531
9457593,ROSS SEA,114542
9457464,STAR GENESIS,80705
9457268,SEAFRONTIER,48580
9457220,HAPPY SKY,18680
9457206,PAQIZE,11339
9457191,EUROCARGO SAVONA,11415
9457189,POL MARIS,11339
9457177,EUROCARGO SICILIA,11339
9457165,POL STELLA,11636
9457024,NAVE COSMOS,25130
9456939,FLAGSHIP ORCHID,74577
9456915,GH MADISON,74574
9456783,MAERSK ESSEN,148723
9456771,MAERSK EINDHOVEN,148723
9456769,MAERSK EMDEN,148723
9450753,0545 MONTREAL,34391
9450727,0542 MONTEGO BAY,34403
9459371,ARGO B,35314
9444467,SONGA SAPPHIRE,17596
9445136,ERIKETI,28397
9445124,DESPINA,28534
9445071,INCE FORTUNE,57293
9444912,HELGA,28358
9444742,SANTA CRUZ,93423
9444728,SANTA ISABEL,93603
9444716,SANTA CLARA,93551
9444508,SERENA M,39710
9444479,SONGA RUBY,17604
9444455,SONGA PEARL,17539
9446881,ADRIA ACE,12300
9444027,HL SINES,179147
9443918,MACURU ARROW,69990
9443841,TIGRIS,12920
9443839,SEA DUCK,12966
9443774,SERVET ANA,30124
9443762,CRISTINA MASAVEU,10947
9443683,AL DAFNA,130157
9443619,GOLDEN ZHEJIANG,175837
9443580,SYNERGY ANTWERP,50727
